"11","08","02","277.76","1023","93","3","0","90","50","23","-2"
"11","08","02","277.76","1023","93","3","0","90","50","23","-2"
"11","08","02","277.76","1023","93","3","0","90","50","23","-2"
"11","08","02","277.76","1023","93","3","0","90","50","23","-2"
"11","08","02","277.76","1023","93","3","0","90","50","23","-2"
"11","08","02","277.76","1023","93","3","0","90","50","23","-1"
"11","08","02","277.76","1023","93","3","0","90","50","43","0"
"11","08","02","277.76","1023","93","3","0","90","50","43","-2"
"11","08","02","277.76","1023","93","3","0","90","50","43","-1"
"11","08","03","277.61","1023","93","2","0","90","50","03","-1"
"11","08","03","277.61","1023","93","2","0","90","50","43","2"
"11","08","04","277.53","1022","93","3","30","90","10","03","2"
"11","08","04","277.53","1022","93","3","30","90","10","03","-2"
"11","08","04","277.53","1022","93","3","30","90","10","23","-1"
"11","08","04","277.53","1022","93","3","30","90","10","43","-2"
"11","08","05","277.15","1022","93","3","0","90","10","03","-2"
"11","08","05","277.15","1022","93","3","0","90","10","19","-1"
"11","08","05","277.15","1022","93","3","0","90","10","47","1"
"11","08","05","277.15","1022","93","3","0","90","10","47","-1"
"11","08","06","276.99","1022","93","3","40","90","10","02","-1"
"11","08","06","276.99","1022","93","3","40","90","10","14","-1"
"11","08","06","276.99","1022","93","3","40","90","10","25","-1"
"11","08","06","276.99","1022","93","3","40","90","10","37","-2"
"11","08","06","276.99","1022","93","3","40","90","10","58","0"
"11","08","07","276.9","1022","86","2","0","90","4","08","0"
"11","08","07","276.9","1022","86","2","0","90","4","17","0"
"11","08","07","276.9","1022","86","2","0","90","4","26","0"
"11","08","07","276.9","1022","86","2","0","90","4","26","-1"
"11","08","07","276.9","1022","86","2","0","90","4","35","2"
"11","08","07","276.9","1022","86","2","0","90","4","44","2"
"11","08","07","276.9","1022","86","2","0","90","4","53","2"
"11","08","08","277.15","1022","86","3","50","90","4","02","2"
"11","08","08","277.15","1022","86","3","50","90","4","11","0"
"11","08","08","277.15","1022","86","3","50","90","4","11","2"
"11","08","08","277.15","1022","86","3","50","90","4","11","-2"
"11","08","08","277.15","1022","86","3","50","90","4","20","-2"
"11","08","08","277.15","1022","86","3","50","90","4","29","-2"
"11","08","08","277.15","1022","86","3","50","90","4","38","2"
"11","08","08","277.15","1022","86","3","50","90","4","38","-2"
"11","08","08","277.15","1022","86","3","50","90","4","47","2"
"11","08","08","277.15","1022","86","3","50","90","4","56","2"
"11","08","09","277.15","1023","86","5","50","90","4","05","1"
"11","08","09","277.15","1023","86","5","50","90","4","05","-1"
"11","08","09","277.15","1023","86","5","50","90","4","14","2"
