"year","month","date","hour","temp","pressure","humidity","wind speed","wind direction","clouds","weather code"
"2013","04","01","00","284.14","1018","56","2","171","10","2"
"2013","04","01","01","282.26","1018","0","1","150","10","2"
"2013","04","01","02","281.11","1018","0","0","162","10","2"
"2013","04","01","03","280.13","1020","0","1","130","1","1"
"2013","04","01","04","279.37","1020","64","0","0","1","1"
"2013","04","01","05","278.34","1020","74","0","0","1","1"
"2013","04","01","06","277.85","1020","69","0","0","1","1"
"2013","04","01","07","277.22","1020","0","0","0","1","1"
"2013","04","01","08","276.24","1020","86","0","0","1","1"
"2013","04","01","09","275.8","1020","80","0","0","1","1"
"2013","04","01","10","275.24","1019","86","0","0","1","1"
"2013","04","01","11","274.58","1019","92","0","0","5","2"
"2013","04","01","12","276.01","1018","0","0","211","99","4"
"2013","04","01","13","278.94","1018","57","1","188","99","4"
"2013","04","01","14","282.24","1017","0","1","161","99","4"
"2013","04","01","17","285.34","1016","47","5","160","90","4"
"2013","04","01","18","284.74","1016","0","9","160","90","4"
"2013","04","01","20","283.97","1013","50","8","170","90","10"
"2013","04","01","21","282.8","1011","53","5","140","90","10"
"2013","04","01","23","281.4","1010","70","6","140","90","10"
"2013","04","02","00","280.8","1007","87","7","130","90","50"
"2013","04","02","01","280.95","1007","87","7","130","90","50"
"2013","04","02","02","280.8","1006","87","4","110","90","50"
"2013","04","02","03","280.75","1005","93","1","10","90","50"
"2013","04","02","05","280.34","1005","93","2","260","90","50"
"2013","04","02","06","280.54","1005","93","3","280","90","50"
"2013","04","02","07","280.38","1005","81","4","240","75","50"
"2013","04","02","08","280.23","1005","81","3","230","75","4"
"2013","04","02","09","279.7","1006","93","3","250","1","1"
"2013","04","02","10","279.37","1006","93","4","240","40","50"
"2013","04","02","11","279.04","1006","93","0","0","1","50"
"2013","04","02","12","280.01","0","0","0","253","25","3"
"2013","04","02","13","282.11","1006","87","3","220","20","50"
"2013","04","02","14","283.84","1004","0","0","268","26","10"
"2013","04","02","15","285.52","1005","62","6","210","90","4"
"2013","04","02","16","287.28","1004","54","7","230","75","4"
"2013","04","02","17","289.06","1004","41","6","270","40","3"
"2013","04","02","18","289.42","1003","36","7","230","75","4"
"2013","04","02","19","288.79","1003","41","8","290","75","4"
"2013","04","02","20","287.43","1003","41","9","300","75","4"
"2013","04","02","21","284.91","1006","75","12","320","90","10"
"2013","04","02","22","280.56","1007","70","5","300","90","10"
"2013","04","02","23","281.19","1007","61","4","310","40","3"
"2013","04","03","00","281.23","1008","61","3","290","40","3"
"2013","04","03","01","279.58","1010","36","8","340","40","3"
"2013","04","03","02","278","1011","30","10","340","20","2"
"2013","04","03","03","277.21","1012","35","9","320","1","1"
"2013","04","03","04","276.28","1013","35","8","320","1","1"
"2013","04","03","05","275.62","1014","29","2","300","1","1"
"2013","04","03","06","274.75","1014","37","5","320","1","1"
"2013","04","03","07","274.25","1014","34","8","320","1","1"
"2013","04","03","08","273.48","1014","40","5","310","1","1"
"2013","04","03","09","273.01","1014","37","5","300","1","1"
"2013","04","03","10","273.01","1014","0","2","270","1","1"
"2013","04","03","11","273","1015","47","7","310","20","2"
"2013","04","03","12","273.92","1016","43","6","310","20","2"
"2013","04","03","13","274.96","1017","43","6","300","20","2"
"2013","04","03","14","275.67","1016","40","9","310","40","3"
"2013","04","03","15","276.32","1017","34","8","260","75","4"
"2013","04","03","16","277","1015","0","4","304","11","2"
"2013","04","03","17","277.93","1014","0","3","298","11","2"
"2013","04","03","18","278.73","1014","0","3","346","1","1"
"2013","04","03","19","279.12","1015","22","9","290","40","3"
"2013","04","03","20","279.35","1014","24","10","290","40","3"
"2013","04","03","21","279.48","1015","22","6","300","40","3"
"2013","04","03","22","279.34","1015","22","6","300","75","4"
"2013","04","03","23","278.47","1016","22","9","290","20","2"
"2013","04","04","00","277.82","1016","24","6","300","20","2"
"2013","04","04","01","277.33","1017","25","5","260","20","2"
"2013","04","04","02","276.71","1018","30","5","330","20","2"
"2013","04","04","03","276.34","1018","35","6","310","20","2"
"2013","04","04","04","275.77","1019","32","7","320","20","2"
"2013","04","04","05","275.15","1019","32","7","310","1","1"
"2013","04","04","06","274.68","1019","32","9","300","1","1"
"2013","04","04","07","274.28","1019","34","5","290","1","1"
"2013","04","04","08","273.93","1019","37","7","300","1","1"
"2013","04","04","09","273.61","1019","34","5","280","1","1"
"2013","04","04","10","273.39","1020","0","2","260","1","1"
"2013","04","04","11","273.02","1021","37","9","300","20","2"
"2013","04","04","12","274.48","1021","37","7","260","20","2"
"2013","04","04","13","275.25","1021","37","7","300","20","2"
"2013","04","04","14","275.94","1021","34","6","270","20","2"
"2013","04","04","15","277.25","1021","29","9","290","20","2"
"2013","04","04","16","278.28","1021","29","5","280","20","2"
"2013","04","04","17","279.25","1021","24","6","290","20","2"
"2013","04","04","18","280.07","1018","0","3","259","0","1"
"2013","04","04","19","280.57","1019","24","9","290","20","2"
"2013","04","04","20","281.06","1019","20","7","290","20","2"
"2013","04","04","21","280.85","1020","26","8","330","20","2"
"2013","04","04","22","280.25","1021","26","9","300","20","2"
"2013","04","04","23","279.24","1022","22","10","310","20","2"
"2013","04","05","00","278.04","1023","26","10","300","1","1"
"2013","04","05","01","277.21","1024","27","6","320","1","1"
"2013","04","05","02","276.39","1025","32","8","310","1","1"
"2013","04","05","04","275.3","1025","37","10","310","1","1"
"2013","04","05","05","274.89","1025","40","5","330","1","1"
"2013","04","05","06","274.58","1025","40","5","340","1","1"
"2013","04","05","07","274.08","1026","40","4","340","1","1"
"2013","04","05","08","273.42","1027","40","5","310","1","1"
"2013","04","05","09","273.06","1027","40","3","260","1","1"
"2013","04","05","10","272.62","1027","74","0","0","1","1"
"2013","04","05","11","272.45","1028","43","4","300","1","1"
"2013","04","05","12","273.77","1029","43","3","300","20","2"
"2013","04","05","13","275.26","1028","40","2","330","20","2"
"2013","04","05","14","277.39","1028","38","1","0","75","4"
"2013","04","05","16","280.48","1027","30","3","0","75","4"
"2013","04","05","17","281.87","1026","28","3","0","75","4"
"2013","04","05","18","283.07","1025","24","3","220","75","4"
"2013","04","05","19","283.95","1024","31","4","190","75","4"
"2013","04","05","20","283.68","1023","36","8","170","75","4"
"2013","04","05","21","283.4","1022","42","7","170","75","4"
"2013","04","05","22","282.27","1022","48","6","170","75","4"
"2013","04","05","23","281.3","1022","56","4","170","90","4"
"2013","04","06","00","280.79","1021","56","4","180","90","4"
"2013","04","06","01","281.01","1021","52","4","180","90","4"
"2013","04","06","02","280.16","1020","49","5","180","90","4"
"2013","04","06","03","279.56","1020","39","5","200","90","4"
"2013","04","06","04","279.2","1019","33","5","220","90","4"
"2013","04","06","05","278.66","1018","35","5","210","90","4"
"2013","04","06","06","278.2","1018","48","5","210","90","4"
"2013","04","06","07","278.04","1017","48","1","210","1","1"
"2013","04","06","08","277.92","1016","52","4","210","90","4"
"2013","04","06","09","277.94","1015","56","3","190","90","4"
"2013","04","06","10","277.9","1015","56","0","0","90","4"
"2013","04","06","12","278.05","1014","60","1","170","90","4"
"2013","04","06","13","278.89","1013","56","0","0","75","10"
"2013","04","06","14","280.37","1012","49","0","0","75","4"
"2013","04","06","15","282.67","1011","39","4","310","40","3"
"2013","04","06","16","284.73","1010","37","2","320","40","3"
"2013","04","06","17","287.19","1009","26","2","290","20","2"
"2013","04","06","18","288.57","1006","0","3","322","3","2"
"2013","04","06","19","289.76","1006","18","6","330","20","2"
"2013","04","06","20","289.98","1006","23","8","310","20","2"
"2013","04","06","21","289.37","1006","23","9","330","20","2"
"2013","04","06","22","288.5","1008","22","7","320","20","2"
"2013","04","06","23","286.67","1009","19","7","330","20","2"
"2013","04","07","00","284.89","1011","22","8","340","20","2"
"2013","04","07","01","283.38","1012","25","8","330","1","1"
"2013","04","07","02","281.9","1012","0","4","349","0","1"
"2013","04","07","03","280.05","1015","36","7","330","1","1"
"2013","04","07","04","279.11","1016","38","8","330","1","1"
"2013","04","07","05","278.02","1016","38","9","320","1","1"
"2013","04","07","06","277.31","1017","38","9","330","1","1"
"2013","04","07","07","276.49","1018","38","7","320","1","1"
"2013","04","07","08","275.93","1019","38","7","320","1","1"
"2013","04","07","09","275.43","1020","44","7","320","1","1"
"2013","04","07","10","274.81","1021","44","5","310","20","2"
"2013","04","07","11","274.76","1022","44","6","330","20","2"
"2013","04","07","12","275.74","1023","44","2","340","40","3"
"2013","04","07","13","276.65","1024","37","6","10","40","3"
"2013","04","07","14","277.73","1025","29","5","10","20","2"
"2013","04","07","15","278.92","1026","23","4","350","20","2"
"2013","04","07","16","280.11","1026","26","4","310","20","2"
"2013","04","07","17","280.91","1025","20","4","340","1","1"
"2013","04","07","18","282.15","1025","20","3","320","1","1"
"2013","04","07","19","283.23","1025","15","3","290","20","2"
"2013","04","07","20","284.08","1024","13","0","0","20","2"
"2013","04","07","21","284.15","1025","14","2","240","20","2"
"2013","04","07","22","283.48","1025","24","6","200","20","2"
"2013","04","07","23","281.7","1026","42","6","190","40","3"
"2013","04","08","00","280.38","1026","45","5","170","40","3"
"2013","04","08","01","279.34","1026","52","5","180","40","3"
"2013","04","08","02","278.29","1026","56","4","170","20","2"
"2013","04","08","03","277.76","1026","56","4","170","20","2"
"2013","04","08","04","277.28","1026","56","2","180","20","2"
"2013","04","08","05","276.84","1026","56","3","180","20","2"
"2013","04","08","06","276.52","1026","56","3","200","40","3"
"2013","04","08","07","276.69","1026","56","4","200","75","4"
"2013","04","08","08","276.5","1026","60","3","210","75","4"
"2013","04","08","09","276.53","1025","60","3","220","75","4"
"2013","04","08","10","276.89","1025","52","4","210","75","4"
"2013","04","08","11","277.25","1025","69","1","210","40","3"
"2013","04","08","12","278.32","1025","39","4","220","75","4"
"2013","04","08","13","279.54","1025","36","4","190","75","4"
"2013","04","08","14","281.23","1025","49","7","170","75","10"
"2013","04","08","15","283.19","1024","0","9","170","75","4"
"2013","04","08","16","284.72","1023","50","8","170","40","3"
"2013","04","08","17","286.04","1021","50","9","170","75","4"
"2013","04","08","18","286.5","0","0","2","101","82","4"
"2013","04","08","19","286.44","1020","54","9","170","75","4"
"2013","04","08","20","286.4","1018","57","10","180","75","4"
"2013","04","08","21","286.12","1017","62","9","170","75","4"
"2013","04","08","22","286.47","1016","66","12","160","75","4"
"2013","04","08","23","285.16","1017","71","6","180","90","10"
"2013","04","09","00","284.65","1017","76","5","180","75","4"
"2013","04","09","01","284.37","1017","76","6","170","40","3"
"2013","04","09","02","284.13","1017","81","6","165","62","4"
"2013","04","09","03","283.75","1017","76","3","170","40","3"
"2013","04","09","04","283.64","1016","71","2","130","40","3"
"2013","04","09","05","283.63","1016","81","3","140","75","4"
"2013","04","09","06","283.25","1016","81","2","130","75","4"
"2013","04","09","07","282.8","1015","81","1","180","75","4"
"2013","04","09","08","281.96","1015","87","2","70","40","3"
"2013","04","09","09","281.11","1015","81","0","0","20","2"
"2013","04","09","10","280.68","1016","81","1","210","40","3"
"2013","04","09","11","280.88","1017","81","2","220","75","4"
"2013","04","09","12","282.34","1018","78","3","284","51","4"
"2013","04","09","13","285.42","1018","66","2","40","40","3"
"2013","04","09","14","287.75","1018","66","2","60","20","2"
"2013","04","09","15","289.74","1018","47","3","50","20","2"
"2013","04","09","16","291.76","1018","42","1","330","20","2"
"2013","04","09","17","293.65","1018","34","2","30","20","2"
"2013","04","09","18","294.83","1020","0","0","179","65","4"
"2013","04","09","19","295.56","1016","30","4","120","75","4"
"2013","04","09","20","295.3","1016","32","5","180","75","4"
"2013","04","09","21","294.17","1016","37","5","180","75","4"
"2013","04","09","22","291.88","1016","42","5","190","75","4"
"2013","04","09","23","290.46","1016","42","5","160","75","4"
"2013","04","10","00","289.01","1017","48","3","170","75","4"
"2013","04","10","01","287.78","1017","58","4","170","75","4"
"2013","04","10","02","286.6","1017","62","4","160","75","4"
"2013","04","10","03","285.96","1020","0","0","144","83","4"
"2013","04","10","04","285.22","1016","76","3","150","75","4"
"2013","04","10","05","285.09","1016","81","2","130","90","4"
"2013","04","10","06","284.84","1015","81","2","120","90","10"
"2013","04","10","07","284.73","1014","76","1","60","90","10"
"2013","04","10","08","284.26","1014","87","2","70","90","4"
"2013","04","10","09","283.74","1014","87","1","60","90","4"
"2013","04","10","10","283.65","1014","87","0","0","1","1"
"2013","04","10","11","283.92","1014","87","2","60","40","50"
"2013","04","10","12","285.92","1015","76","0","0","75","4"
"2013","04","10","13","290.03","1014","63","1","30","75","4"
"2013","04","10","14","294.75","1014","43","6","260","75","4"
"2013","04","10","15","297.16","1014","33","10","280","75","4"
"2013","04","10","16","298.37","1014","29","7","300","75","4"
"2013","04","10","17","299.35","1020","0","4","311","39","3"
"2013","04","10","18","300.26","1014","24","4","280","40","3"
"2013","04","10","19","300.54","1013","21","5","310","40","3"
"2013","04","10","20","300.81","1013","19","6","310","40","3"
"2013","04","10","21","301.06","1013","16","5","340","20","2"
"2013","04","10","22","300.6","1013","16","5","320","20","2"
"2013","04","10","23","298.37","1014","0","2","10","40","3"
"2013","04","11","00","296.35","1014","26","2","60","40","3"
"2013","04","11","01","293.47","1014","23","4","80","75","4"
"2013","04","11","02","292.34","1015","28","3","70","40","3"
"2013","04","11","03","291.7","1013","39","2","60","40","3"
"2013","04","11","04","290.95","1012","45","3","150","40","3"
"2013","04","11","05","290.79","1012","48","2","160","75","4"
"2013","04","11","06","290.76","1011","55","2","30","90","4"
"2013","04","11","07","290.8","1009","52","3","180","40","3"
"2013","04","11","08","290.35","1011","58","3","50","75","4"
"2013","04","11","09","287.7","1012","58","2","100","40","3"
"2013","04","11","10","286.42","1012","62","3","50","75","4"
"2013","04","11","11","285.84","1013","71","2","40","75","4"
"2013","04","11","12","287.03","1014","66","1","30","75","4"
"2013","04","11","13","288.23","1014","66","3","90","75","4"
"2013","04","11","14","290.5","1014","67","3","70","1","1"
"2013","04","11","15","292.7","1014","62","4","50","75","4"
"2013","04","11","16","293.72","1014","59","4","50","75","4"
"2013","04","11","17","294.7","1014","52","4","50","40","3"
"2013","04","11","18","295.17","1012","54","2","60","83","4"
"2013","04","11","19","295.67","1013","46","4","50","75","4"
"2013","04","11","20","294.35","1012","49","2","0","75","4"
"2013","04","11","21","292.34","1012","48","5","120","75","50"
"2013","04","11","22","289.6","1011","55","7","150","75","50"
"2013","04","11","23","288.13","1015","67","14","310","75","50"
"2013","04","12","00","287.37","1011","77","5","120","90","11"
"2013","04","12","01","287.18","1010","77","3","0","75","11"
"2013","04","12","02","286.88","1010","77","2","150","90","50"
"2013","04","12","03","287.05","1012","82","0","0","90","50"
"2013","04","12","04","287.15","1011","87","3","160","90","50"
"2013","04","12","05","287.34","1011","87","4","220","90","50"
"2013","04","12","06","287.43","1010","87","1","200","90","50"
"2013","04","12","07","287.44","1008","93","0","0","90","50"
"2013","04","12","08","287.5","1009","93","0","0","90","50"
"2013","04","12","09","287.3","1011","93","1","360","90","50"
"2013","04","12","10","286.77","1011","87","3","350","90","50"
"2013","04","12","11","285.86","1013","81","3","10","90","50"
"2013","04","12","12","285.45","1013","76","4","360","75","4"
"2013","04","12","13","285.22","1014","76","4","360","90","4"
"2013","04","12","14","285.23","1014","66","5","40","90","4"
"2013","04","12","15","285.98","1015","76","5","60","90","4"
"2013","04","12","16","287.27","1015","71","4","60","90","4"
"2013","04","12","17","288.46","1015","67","3","50","90","4"
"2013","04","12","18","288.8","1015","81","1","65","100","4"
"2013","04","12","19","288.97","1015","62","3","40","90","4"
"2013","04","12","20","287.98","1014","62","3","40","90","4"
"2013","04","12","21","287.46","1014","67","4","130","90","4"
"2013","04","12","22","285.11","1015","71","6","150","90","4"
"2013","04","12","23","283.65","1016","71","6","130","90","4"
"2013","04","13","00","282.46","1016","76","8","120","90","4"
"2013","04","13","01","282","1017","62","6","100","90","4"
"2013","04","13","02","281.9","1017","70","5","80","90","4"
"2013","04","13","03","281.78","1017","66","6","80","90","4"
"2013","04","13","04","281.62","1017","75","5","50","90","4"
"2013","04","13","05","281.38","1017","75","6","50","90","4"
"2013","04","13","06","281.21","1016","75","6","60","90","4"
"2013","04","13","07","280.99","1016","75","4","60","90","4"
"2013","04","13","08","280.63","1016","70","9","90","90","50"
"2013","04","13","09","280.01","1016","87","6","90","90","50"
"2013","04","13","10","279.6","1015","75","9","70","90","50"
"2013","04","13","11","279.52","1014","70","9","90","90","50"
"2013","04","13","12","278.85","1013","70","8","80","90","50"
"2013","04","13","13","278.34","1013","81","9","80","90","50"
"2013","04","13","14","278.04","1012","81","6","70","90","50"
"2013","04","13","15","278.19","1012","81","8","70","90","50"
"2013","04","13","16","278.39","1012","81","8","60","90","50"
"2013","04","13","17","278.68","1010","87","6","70","90","50"
"2013","04","13","18","278.82","1009","87","7","50","90","50"
"2013","04","13","19","278.95","1008","87","10","50","90","50"
"2013","04","13","20","278.8","1007","87","10","50","90","50"
"2013","04","13","21","278.74","1007","87","9","50","90","9"
"2013","04","13","22","278.79","1007","87","8","50","90","50"
"2013","04","13","23","278.77","1007","87","8","50","90","50"
"2013","04","14","00","278.77","1006","87","8","50","90","50"
"2013","04","14","01","278.83","1007","81","7","50","90","50"
"2013","04","14","02","278.78","1007","87","5","30","90","50"
"2013","04","14","03","278.67","1007","87","3","30","90","50"
"2013","04","14","04","278.56","1007","87","4","40","90","50"
"2013","04","14","05","278.41","1008","81","4","360","90","10"
"2013","04","14","06","278.3","1008","81","4","360","90","4"
"2013","04","14","07","278.24","1009","81","4","350","90","50"
"2013","04","14","08","278.26","1009","81","5","350","90","50"
"2013","04","14","09","278.04","1010","81","2","10","90","50"
"2013","04","14","10","277.62","1010","75","2","10","40","50"
"2013","04","14","11","277.51","1011","75","3","350","75","50"
"2013","04","14","12","278.61","1011","75","2","350","40","3"
"2013","04","14","13","280.26","1012","75","1","340","75","4"
"2013","04","14","14","281.58","1012","66","0","0","75","4"
"2013","04","14","15","282.11","1013","70","2","0","90","4"
"2013","04","14","16","283.21","1013","46","3","300","75","4"
"2013","04","14","17","284.37","1012","0","2","330","75","4"
"2013","04","14","18","285.7","1012","40","1","0","75","4"
"2013","04","14","19","286.6","1011","37","4","250","75","4"
"2013","04","14","20","286.89","1012","37","3","230","75","4"
"2013","04","14","21","286.8","1011","50","5","170","75","4"
"2013","04","14","22","286.47","1012","50","5","180","75","4"
"2013","04","14","23","285.86","1013","57","5","190","75","4"
"2013","04","15","00","284.49","1013","61","4","180","75","4"
"2013","04","15","01","283.27","1014","66","3","180","40","3"
"2013","04","15","02","282.32","1014","70","0","0","40","3"
"2013","04","15","03","282.02","1015","70","2","180","75","4"
"2013","04","15","04","282.19","1015","76","2","180","90","4"
"2013","04","15","05","282.12","1016","76","0","0","90","10"
"2013","04","15","06","282.13","1015","76","2","190","90","10"
"2013","04","15","07","282.16","1015","76","2","200","90","4"
"2013","04","15","08","282.03","1015","62","2","200","75","4"
"2013","04","15","09","281.75","1015","62","2","200","90","4"
"2013","04","15","10","281.42","1015","61","2","200","75","4"
"2013","04","15","11","281.38","1016","50","3","250","75","4"
"2013","04","15","12","282.94","1017","40","6","260","75","4"
"2013","04","15","13","283.88","1017","43","7","270","75","4"
"2013","04","15","14","285.04","1017","50","5","330","40","3"
"2013","04","15","15","285.23","1018","0","7","320","40","3"
"2013","04","15","16","285.53","1018","34","6","280","40","3"
"2013","04","15","17","285.82","1018","34","6","320","40","3"
"2013","04","15","18","286.5","1018","30","4","320","40","3"
"2013","04","15","19","286.63","1018","30","8","330","40","3"
"2013","04","15","20","286.97","1018","30","6","330","75","4"
"2013","04","15","21","287.03","1019","30","6","330","75","4"
"2013","04","15","22","286.91","1019","30","5","340","75","4"
"2013","04","15","23","285.84","1020","34","4","10","1","1"
"2013","04","16","00","284.31","1021","34","4","350","90","4"
"2013","04","16","01","283.62","1022","37","3","30","75","4"
"2013","04","16","02","282.88","1022","43","3","60","75","4"
"2013","04","16","03","282.15","1023","49","3","50","75","4"
"2013","04","16","04","281.49","1023","42","4","60","75","4"
"2013","04","16","05","280.93","1024","49","3","70","75","4"
"2013","04","16","06","280.4","1024","45","3","70","40","3"
"2013","04","16","07","279.58","1024","45","3","60","75","4"
"2013","04","16","08","279.23","1024","48","2","60","75","4"
"2013","04","16","09","278.98","1026","48","0","0","75","4"
"2013","04","16","10","278.96","1026","52","2","60","75","4"
"2013","04","16","11","279.16","1027","52","2","50","90","4"
"2013","04","16","12","280.12","1028","56","2","50","90","4"
"2013","04","16","13","281.2","1028","52","3","50","90","4"
"2013","04","16","14","282.47","1028","49","4","50","90","4"
"2013","04","16","15","283.46","1026","0","1","142","97","4"
"2013","04","16","16","284.7","1028","46","4","50","90","4"
"2013","04","16","17","285.44","1027","50","6","40","90","4"
"2013","04","16","18","286.05","1027","50","6","40","75","4"
"2013","04","16","19","286.54","1027","37","3","0","75","4"
"2013","04","16","20","286.21","1027","35","5","140","75","4"
"2013","04","16","21","285.76","1026","32","5","140","40","3"
"2013","04","16","22","285.53","1027","37","4","160","40","3"
"2013","04","16","23","284.64","1027","0","2","0","75","4"
"2013","04","17","00","282.98","1028","0","3","180","75","4"
"2013","04","17","01","282.48","1028","53","3","180","40","3"
"2013","04","17","02","282.28","0","0","0","184","17","2"
"2013","04","17","03","281.64","1029","70","4","150","40","3"
"2013","04","17","04","281.57","1029","66","3","140","40","3"
"2013","04","17","05","281.64","1028","57","3","130","40","3"
"2013","04","17","06","281.7","1028","66","2","120","75","4"
"2013","04","17","07","281.77","1028","66","1","130","90","4"
"2013","04","17","08","281.77","1028","70","1","110","90","4"
"2013","04","17","09","281.4","1028","75","3","70","90","4"
"2013","04","17","10","281.7","1028","81","3","50","75","4"
"2013","04","17","11","281.97","1028","81","3","50","90","4"
"2013","04","17","12","283.05","1028","81","2","50","75","4"
"2013","04","17","13","284.96","1027","71","4","160","75","4"
"2013","04","17","15","287.82","1027","59","7","170","40","3"
"2013","04","17","16","289.27","1027","59","9","170","75","4"
"2013","04","17","17","289.76","1026","63","6","170","40","3"
"2013","04","17","18","290.6","1025","63","10","180","75","4"
"2013","04","17","19","290.74","1024","63","10","170","75","4"
"2013","04","17","20","290.18","1023","72","8","180","90","4"
"2013","04","17","21","290.06","1023","76","7","180","90","10"
"2013","04","17","22","290.18","1022","67","7","180","75","4"
"2013","04","17","23","289.63","1020","71","9","170","75","4"
"2013","04","18","00","289.54","1020","72","7","180","75","4"
"2013","04","18","01","289.15","1021","76","3","180","75","4"
"2013","04","18","02","288.58","1021","76","2","0","75","4"
"2013","04","18","03","288.53","1021","82","4","170","40","3"
"2013","04","18","04","288.48","1021","76","3","190","40","3"
"2013","04","18","05","288.69","1020","77","3","200","90","4"
"2013","04","18","06","288.96","1020","72","1","230","90","4"
"2013","04","18","07","289.28","1020","67","4","250","90","4"
"2013","04","18","08","289.03","1020","72","3","230","90","4"
"2013","04","18","09","288.76","1020","72","4","270","90","9"
"2013","04","18","10","287.11","1020","77","5","340","90","10"
"2013","04","18","11","286.24","1021","87","2","20","90","10"
"2013","04","18","12","286.19","1023","66","3","20","90","4"
"2013","04","18","13","286.8","1023","62","4","10","90","4"
"2013","04","18","14","288.09","1023","62","4","10","75","4"
"2013","04","18","15","289.56","1023","51","3","10","40","3"
"2013","04","18","16","290.91","1023","44","4","360","40","3"
"2013","04","18","17","292.12","1023","36","3","340","75","4"
"2013","04","18","18","292.98","1022","36","3","360","75","4"
"2013","04","18","19","293.51","1023","32","2","350","75","4"
"2013","04","18","20","293.88","1022","29","3","70","75","4"
"2013","04","18","21","293.94","1022","0","4","60","20","2"
"2013","04","18","22","293.33","1023","28","4","60","20","2"
"2013","04","18","23","292.41","1023","0","3","70","20","2"
"2013","04","19","00","290.44","1024","25","3","60","40","3"
"2013","04","19","01","288.26","1024","48","2","190","1","1"
"2013","04","19","02","286.68","1025","47","2","190","20","2"
"2013","04","19","03","285.63","1025","47","1","170","1","1"
"2013","04","19","04","284.9","1026","47","1","200","1","1"
"2013","04","19","05","284.13","1026","50","2","170","1","1"
"2013","04","19","06","283.31","1026","62","1","150","20","2"
"2013","04","19","07","282.6","1026","50","2","150","20","2"
"2013","04","19","08","282.39","1027","62","3","130","40","3"
"2013","04","19","09","282.31","1027","66","2","90","20","2"
"2013","04","19","10","282.07","1026","76","2","80","20","2"
"2013","04","19","11","282.42","1027","76","3","50","20","2"
"2013","04","19","12","283.85","1027","71","3","60","40","3"
"2013","04","19","14","286.89","1027","38","8","140","75","4"
"2013","04","19","15","287.31","1028","44","6","130","90","4"
"2013","04","19","16","287.4","1027","38","5","130","90","4"
"2013","04","19","17","287","1027","47","7","140","90","4"
"2013","04","19","18","286.76","1026","50","5","130","90","4"
"2013","04","19","19","286.66","1025","58","6","130","90","4"
"2013","04","19","20","285.83","1025","58","5","140","90","10"
"2013","04","19","21","285.12","1024","58","6","120","90","10"
"2013","04","19","22","284.76","1023","71","5","140","90","50"
"2013","04","19","23","284.97","1023","71","5","130","90","10"
"2013","04","20","00","285.01","1022","76","3","110","90","4"
"2013","04","20","01","285.28","1022","71","3","130","90","50"
"2013","04","20","02","285.31","1021","82","4","160","90","50"
"2013","04","20","03","285.46","1020","87","4","180","90","50"
"2013","04","20","04","285.46","1019","93","2","180","90","50"
"2013","04","20","05","285.53","1019","100","3","180","90","50"
"2013","04","20","06","285.64","1018","100","3","180","90","50"
"2013","04","20","07","285.65","1017","93","3","160","90","50"
"2013","04","20","08","285.83","1016","93","3","160","90","50"
"2013","04","20","09","286.58","1016","93","3","170","90","50"
"2013","04","20","10","286.66","1015","93","2","180","90","50"
"2013","04","20","11","287.14","1015","93","3","170","75","50"
"2013","04","20","12","287.72","1015","87","3","170","75","50"
"2013","04","20","13","289.45","1014","82","4","190","90","4"
"2013","04","20","14","290.45","1014","77","3","160","75","4"
"2013","04","20","15","292.11","1013","72","7","170","75","4"
"2013","04","20","16","293.7","1012","64","8","170","75","4"
"2013","04","20","17","293.37","1011","72","8","170","90","4"
"2013","04","20","18","293.95","1009","68","10","170","75","4"
"2013","04","20","19","294.9","1008","64","9","170","75","4"
"2013","04","20","20","294.04","1007","72","10","170","75","4"
"2013","04","20","21","293.09","1006","77","7","170","90","4"
"2013","04","20","22","292.25","1006","82","8","170","75","4"
"2013","04","20","23","291.71","1005","82","6","170","90","4"
"2013","04","21","00","291.69","1005","82","6","170","90","50"
"2013","04","21","01","291.6","1004","87","6","170","90","50"
"2013","04","21","02","291.98","1004","0","7","208","100","4"
"2013","04","21","03","290.77","1005","82","3","0","90","10"
"2013","04","21","05","287.09","1005","72","6","300","90","10"
"2013","04","21","06","285.33","1006","58","7","290","90","10"
"2013","04","21","07","284.23","1007","66","5","270","90","10"
"2013","04","21","08","283.65","1007","76","6","280","90","10"
"2013","04","21","09","283.42","1008","76","5","270","90","10"
"2013","04","21","10","283.1","1010","71","7","280","90","10"
"2013","04","21","11","282.93","1011","62","6","290","90","4"
"2013","04","21","12","283.18","1012","62","6","260","90","4"
"2013","04","21","13","283.9","1012","0","8","270","90","4"
"2013","04","21","14","284.02","1013","40","9","290","75","4"
"2013","04","21","15","284.2","1015","32","9","270","75","4"
"2013","04","21","16","284.33","1015","34","8","280","75","4"
"2013","04","21","17","284.81","1015","34","8","270","75","4"
"2013","04","21","18","286.42","1015","34","8","280","75","4"
"2013","04","21","19","287.32","1015","28","6","280","75","4"
"2013","04","21","20","287.83","1015","26","9","270","75","4"
"2013","04","21","21","288.22","1016","22","6","270","75","4"
"2013","04","21","22","287.69","1017","22","4","270","75","4"
"2013","04","21","23","286.9","1018","24","8","250","75","4"
"2013","04","22","00","285.41","1020","26","6","260","75","4"
"2013","04","22","01","284.75","1021","26","6","270","75","4"
"2013","04","22","02","283.89","1023","32","9","330","75","4"
"2013","04","22","03","282.62","1024","37","8","330","40","3"
"2013","04","22","04","281.08","1025","39","9","320","40","3"
"2013","04","22","05","279.44","1027","42","8","320","20","2"
