201804241700,4,24,17,0,289.07,1024,48,5.1,160,90,80
201804241701,4,24,17,1,289.07,1024,48,5.1,160,90,80
201804241702,4,24,17,2,289.07,1024,48,5.1,160,90,80
201804241703,4,24,17,3,289.07,1024,48,5.1,160,90,80
201804241704,4,24,17,4,289.07,1024,48,5.1,160,90,80
201804241705,4,24,17,5,289.07,1024,48,5.1,160,90,80
201804241706,4,24,17,6,289.07,1024,48,5.1,160,90,80
201804241707,4,24,17,7,289,1024,42,5.1,150,90,80
201804241708,4,24,17,8,289,1024,42,5.1,150,90,80
201804241709,4,24,17,9,289,1024,42,5.1,150,90,80
201804241710,4,24,17,10,289,1024,42,5.1,150,90,80
201804241712,4,24,17,12,289,1024,42,5.1,150,90,80
201804241713,4,24,17,13,289,1024,42,5.1,150,90,80
201804241714,4,24,17,14,289,1024,42,5.1,150,90,80
201804241715,4,24,17,15,289,1024,42,5.1,150,90,80
201804241716,4,24,17,16,289,1024,42,5.1,150,90,80
201804241717,4,24,17,17,289,1024,42,5.1,150,90,80
201804241718,4,24,17,18,289.01,1024,42,5.1,150,90,80
201804241719,4,24,17,19,289.01,1024,42,5.1,150,90,80
201804241720,4,24,17,20,289.01,1024,42,5.1,150,90,80
201804241721,4,24,17,21,289.01,1024,42,5.1,150,90,80
201804241722,4,24,17,22,289.01,1024,42,5.1,150,90,80
201804241723,4,24,17,23,289.01,1024,42,5.1,150,90,80
201804241724,4,24,17,24,289.01,1024,42,5.1,150,90,80
201804241725,4,24,17,25,289.01,1024,42,5.1,150,90,80
201804241726,4,24,17,26,289.01,1024,42,5.1,150,90,80
201804241727,4,24,17,27,289.01,1024,42,5.1,150,90,80
201804241728,4,24,17,28,289.01,1024,42,5.1,150,90,80
201804241729,4,24,17,29,289.07,1024,54,6.7,160,75,80
201804241730,4,24,17,30,289.07,1024,54,6.7,160,75,80
201804241731,4,24,17,31,289.07,1024,54,6.7,160,75,80
201804241732,4,24,17,32,289.07,1024,54,6.7,160,75,80
201804241733,4,24,17,33,289.07,1024,54,6.7,160,75,80
201804241734,4,24,17,34,289.07,1024,54,6.7,160,75,80
201804241735,4,24,17,35,289.07,1024,54,6.7,160,75,80
201804241736,4,24,17,36,289.07,1024,54,6.7,160,75,80
201804241737,4,24,17,37,289.07,1024,54,6.7,160,75,80
201804241738,4,24,17,38,289.07,1024,54,6.7,160,75,80
201804241739,4,24,17,39,289.07,1024,54,6.7,160,75,80
201804241740,4,24,17,40,289.07,1024,54,6.7,160,75,80
201804241741,4,24,17,41,289.07,1024,54,6.7,160,75,80
201804241742,4,24,17,42,289.07,1024,54,6.7,160,75,80
201804241743,4,24,17,43,289.07,1024,54,6.7,160,75,80
201804241744,4,24,17,44,289.07,1024,54,6.7,160,75,80
201804241745,4,24,17,45,289.07,1024,54,6.7,160,75,80
201804241746,4,24,17,46,289.07,1024,54,6.7,160,75,80
201804241747,4,24,17,47,289.07,1024,54,6.7,160,75,80
201804241748,4,24,17,48,289.07,1024,54,6.7,160,75,80
201804241749,4,24,17,49,289.07,1024,54,6.7,160,75,80
201804241750,4,24,17,50,288.77,1024,62,5.7,150,90,80
201804241751,4,24,17,51,288.77,1024,62,5.7,150,90,80
201804241752,4,24,17,52,288.77,1024,62,5.7,150,90,80
201804241753,4,24,17,53,288.77,1024,62,5.7,150,90,80
201804241754,4,24,17,54,288.77,1024,62,5.7,150,90,80
201804241755,4,24,17,55,288.77,1024,62,5.7,150,90,80
201804241756,4,24,17,56,288.77,1024,62,5.7,150,90,80
201804241757,4,24,17,57,288.77,1024,62,5.7,150,90,80
201804241758,4,24,17,58,288.77,1024,62,5.7,150,90,80
201804241759,4,24,17,59,288.77,1024,62,5.7,150,90,80
